address,city,state,zipcode,property_type,square_footage,lot_size,num_rooms,num_bedrooms,num_baths,year_built,last_sale_amount,last_sale_date,estimated_value
3122 N Milwaukee St,Denver,CO,80205,Single Family Residence,749,6910.00,4,2,2.000,1945,269500,2013-10-15,431021
2314 N Lafayette St,Denver,CO,80205,Single Family Residence,1839,3150.00,6,3,3.000,1902,306000,2012-09-11,582182
2517 E 12th Ave,Denver,CO,80206,Single Family Residence,1506,1870.00,6,3,2.000,1904,320700,2012-10-01,580593
1639 Harrison St,Denver,CO,80206,Single Family Residence,1251,4680.00,6,3,2.000,1920,365000,2012-05-07,650227
2260 Poplar St,Denver,CO,80207,Single Family Residence,1040,6500.00,5,3,2.000,1952,51200,1989-04-14,336480
2223 Ivanhoe St,Denver,CO,80207,Single Family Residence,1172,6250.00,5,2,2.000,1924,415400,2011-07-19,709601
2400 E Alameda Ave,Denver,CO,80209,Single Family Residence,4808,52304.00,12,6,7.000,1955,1995000,2016-09-28,1754935
3333 E Florida Ave # 30,Denver,CO,80210,Single Family Residence,1542,5540.00,5,2,3.000,1985,229575,2000-05-04,541293
4558 Meade St,Denver,CO,80211,Single Family Residence,953,6250.00,6,3,2.000,1914,250500,2005-05-10,425754
4906 W 34th Ave,Denver,CO,80212,Single Family Residence,0,5080.00,8,2,10.000,0,84900,1998-05-07,318593
4361 Eaton St,Denver,CO,80212,Single Family Residence,1167,6650.00,0,3,1.000,1946,288000,2016-09-21,277007
4675 Milwaukee St,Denver,CO,80216,Single Family Residence,748,5290.00,4,2,1.000,1954,50000,2009-03-11,218079
1434 N Corona St,Denver,CO,80218,Single Family Residence,3367,3750.00,14,4,4.000,1894,829000,2016-08-30,798585
2637 S Stuart Way,Denver,CO,80219,Single Family Residence,1186,8050.00,6,3,3.000,1958,81000,1979-08-01,328395
1648 S Michigan Way,Denver,CO,80219,Single Family Residence,1264,6000.00,6,3,1.000,1953,66200,1986-02-01,257100
2 S Knox Ct,Denver,CO,80219,Single Family Residence,815,6250.00,4,2,2.000,1947,240250,2016-09-13,253733
6101 E 17th Avenue Pkwy,Denver,CO,80220,Single Family Residence,3526,7420.00,11,5,4.000,1930,285000,1992-04-01,1237408
1623 Dahlia St,Denver,CO,80220,Single Family Residence,1288,4440.00,6,2,2.000,1920,325000,2004-12-09,528078
4910 Zuni St,Denver,CO,80221,Single Family Residence,671,6250.00,4,2,1.000,1948,145000,2005-02-09,256069
7610 Greenwood Blvd,Denver,CO,80221,Single Family Residence,1000,9316.00,5,3,1.000,1959,0,1995-10-30,252450
100 Cortez St,Denver,CO,80221,Single Family Residence,984,6820.00,5,3,1.000,1955,125000,2004-11-01,229604
160 Joan Dr,Denver,CO,80221,Single Family Residence,825,10800.00,4,2,2.000,1960,143000,2012-09-18,240334
1201 S Zuni St,Denver,CO,80223,Single Family Residence,804,6270.00,5,2,2.000,1954,285000,2016-09-20,276750
88 W Cedar Ave,Denver,CO,80223,Single Family Residence,1539,3050.00,4,2,2.000,1890,250000,2011-11-17,481056
1221 S Vallejo St,Denver,CO,80223,Single Family Residence,950,9630.00,6,3,2.000,1955,178000,2009-05-15,287742
1659 S Kearney St,Denver,CO,80224,Single Family Residence,1468,7050.00,6,3,3.000,1960,273400,2009-10-01,468678
2953 S Saulsbury St,Denver,CO,80227,Single Family Residence,1430,9170.00,8,3,2.000,1969,44000,1995-06-29,316336
1386 E 81st Pl,Denver,CO,80229,Single Family Residence,1081,9720.00,6,4,2.000,1970,149500,2011-04-05,277063
3089 S Dayton Ct,Denver,CO,80231,Single Family Residence,1265,9830.00,6,3,2.000,1972,423900,2015-09-16,386620
7453 E Villanova Pl,Denver,CO,80231,Single Family Residence,1600,5750.00,0,3,2.000,1994,312000,2010-03-04,438202
8136 E 50th Ave,Denver,CO,80238,Single Family Residence,3184,6500.00,7,3,4.000,2013,635531,2014-03-03,836916
7865 E 28th Ave,Denver,CO,80238,Single Family Residence,2224,4051.00,6,3,3.000,2002,615000,2016-06-28,782652
12360 E 54th Avenue Dr,Denver,CO,80239,Single Family Residence,1960,9000.00,8,4,3.000,1968,145000,2004-04-10,267089
5127 Elkhart St,Denver,CO,80239,Single Family Residence,1727,6180.00,6,3,3.000,2000,240000,2004-08-27,292504
14413 E 47th Ave,Denver,CO,80239,Single Family Residence,1236,5000.00,5,3,2.000,1986,139900,2008-02-15,255259
732 S Holly St,Denver,CO,80246,Single Family Residence,1166,7460.00,6,3,3.000,1956,432500,2016-09-09,461542
4505 Gibraltar St,Denver,CO,80249,Single Family Residence,1619,4065.00,6,2,3.000,1997,0,2004-04-21,288477
4091 Perth St,Denver,CO,80249,Single Family Residence,1539,4050.00,6,3,3.000,2000,235000,2015-04-27,279370
4135 Nepal St,Denver,CO,80249,Single Family Residence,1143,4050.00,5,2,3.000,1998,164900,2003-06-11,257352
5153 Andes Way,Denver,CO,80249,Single Family Residence,1407,3403.00,5,2,2.000,2013,279000,2016-07-21,275971
20370 E 42nd Ave,Denver,CO,80249,Single Family Residence,2293,5609.00,7,3,3.000,1999,175000,2012-06-07,325624
20721 Randolph Pl,Denver,CO,80249,Single Family Residence,1432,4000.00,5,2,3.000,2011,164200,2013-10-08,273752
7350 E Bayaud Ave,Denver,CO,80230,Single Family Residence,2433,7387.00,8,4,3.000,1998,292400,1998-10-09,626674
2056 S Pennsylvania St,Denver,CO,80210,Single Family Residence,1633,6250.00,12,4,3.000,1952,295000,2011-02-28,664192
4555 Stuart St,Denver,CO,80212,Single Family Residence,776,6750.00,4,2,1.000,1928,325000,2014-05-05,677209
401 Detroit St,Denver,CO,80206,Single Family Residence,776,4690.00,4,2,1.000,1941,487500,1995-05-16,1035176
1634 S Emerson St,Denver,CO,80210,Single Family Residence,3930,5440.00,15,4,5.000,1896,0,2000-11-03,885738
816 S Jay Ct,Denver,CO,80219,Single Family Residence,1053,9800.00,5,2,1.000,1949,152900,2016-02-17,163729
209 S Julian St,Denver,CO,80219,Single Family Residence,694,4690.00,4,2,1.000,1921,26200,1982-06-01,205236
231 W 4th Ave,Denver,CO,80223,Single Family Residence,851,3139.00,5,2,1.000,1891,35500,1992-03-31,358022
6230 E Tennessee Ave,Denver,CO,80224,Single Family Residence,1814,7280.00,6,3,2.000,1977,275000,2013-11-21,418675
2855 Lima St,Denver,CO,80238,Single Family Residence,2322,3038.00,7,3,4.000,2014,500333,2014-12-03,698687
145 S Glencoe St,Denver,CO,80246,Single Family Residence,2921,10900.00,6,3,3.000,1956,200000,1994-04-04,1311229
1310 Xavier St,Denver,CO,80204,Single Family Residence,780,6250.00,4,2,2.000,1952,300000,2015-06-22,378713
451 Wolff St,Denver,CO,80204,Single Family Residence,992,6440.00,4,2,1.000,1954,150000,2015-04-03,254959
2405 N Williams St,Denver,CO,80205,Single Family Residence,2202,5080.00,9,4,5.000,1904,815000,2015-01-27,927874
3710 E 30th Ave,Denver,CO,80205,Single Family Residence,1153,6820.00,6,3,1.000,1949,169000,2007-01-13,347694
2100 Magnolia St,Denver,CO,80207,Single Family Residence,1087,6500.00,5,3,1.000,1949,240000,2012-09-20,343938
3499 Ash St,Denver,CO,80207,Single Family Residence,1842,6000.00,7,4,3.000,2014,475000,2016-05-06,424372
2140 Oneida St,Denver,CO,80207,Single Family Residence,1029,6710.00,4,2,2.000,1948,0,2011-09-14,344302
2915 Locust St,Denver,CO,80207,Single Family Residence,801,7630.00,5,2,1.000,1947,294000,2016-06-06,359215
2541 Cherry St,Denver,CO,80207,Single Family Residence,1466,4460.00,6,2,2.000,1923,197000,1999-03-19,575411
445 S Logan St,Denver,CO,80209,Single Family Residence,792,2970.00,5,2,1.000,1900,259000,2012-06-08,415664
671 S Monroe Way,Denver,CO,80209,Single Family Residence,2637,11000.00,7,3,4.000,1955,940000,2014-06-30,1273766
866 S Grant St,Denver,CO,80209,Single Family Residence,1209,3870.00,4,2,1.000,1908,59500,1988-07-01,453445
1284 S High St,Denver,CO,80210,Single Family Residence,1446,6300.00,7,3,3.000,1919,634000,2015-01-02,938753
1486 S Sherman St,Denver,CO,80210,Single Family Residence,1627,5470.00,7,3,2.000,1920,402500,2007-03-24,575373
2486 S Monroe St,Denver,CO,80210,Single Family Residence,3289,6250.00,9,4,7.000,2007,280000,2005-11-03,1781830
3341 Eliot St,Denver,CO,80211,Single Family Residence,998,6260.00,8,2,2.000,1954,510000,2013-12-12,672847
3733 N Clay St,Denver,CO,80211,Single Family Residence,998,5470.00,5,2,1.000,1908,229000,2002-05-06,488538
3118 N Speer Blvd,Denver,CO,80211,Single Family Residence,1216,6600.00,5,2,2.000,1912,262500,2006-11-20,514417
2655 Zenobia St,Denver,CO,80212,Single Family Residence,1324,7370.00,7,3,2.000,1951,417500,2013-02-13,614384
782 Sheridan Blvd,Denver,CO,80214,Single Family Residence,0,14153.00,0,0,.000,0,80000,2001-02-23,617379
4798 Sherman St,Denver,CO,80216,Single Family Residence,662,5250.00,5,2,1.000,1890,113500,2003-12-18,197830
2459 S Perry St,Denver,CO,80219,Single Family Residence,1071,7240.00,5,3,3.000,1956,174600,2013-07-24,314044
2460 S Lowell Blvd,Denver,CO,80219,Single Family Residence,1099,7600.00,5,3,2.000,1958,147000,2008-02-05,281108
2840 W Park Pl,Denver,CO,80219,Single Family Residence,1147,6500.00,6,3,2.000,1949,80000,2011-01-06,258884
175 S Bryant St,Denver,CO,80219,Single Family Residence,960,6350.00,6,3,2.000,1947,0,1998-04-06,241298
3249 W Alaska Pl,Denver,CO,80219,Single Family Residence,708,6750.00,4,1,3.000,1928,190000,2015-08-24,278975
960 S Hazel Ct,Denver,CO,80219,Single Family Residence,1027,7980.00,5,3,2.000,1949,189500,2014-11-28,255587
2079 S Osceola Way,Denver,CO,80219,Single Family Residence,1096,6790.00,6,3,2.000,1954,310000,2016-06-20,341397
235 Elm St,Denver,CO,80220,Single Family Residence,4325,6560.00,10,4,5.000,2003,1275000,2005-04-28,2385524
1300 Dahlia St,Denver,CO,80220,Single Family Residence,1195,6220.00,6,2,2.000,1931,374500,2013-05-14,590981
380 Dahlia St,Denver,CO,80220,Single Family Residence,4793,7810.00,9,4,7.000,2006,2210000,2016-09-22,2530387
821 Campo St,Denver,CO,80221,Single Family Residence,1656,7380.00,7,4,3.000,1955,270000,2016-05-23,278564
148 W 81st Pl,Denver,CO,80221,Single Family Residence,1050,8103.00,5,3,1.000,1961,99900,2008-10-15,256025
1555 S Quieto Ct,Denver,CO,80223,Single Family Residence,715,6080.00,4,2,1.000,1954,119900,2006-10-17,243249
1515 S Quivas St,Denver,CO,80223,Single Family Residence,742,6210.00,4,2,1.000,1953,44000,1994-05-01,239587
3231 S Oneida Way,Denver,CO,80224,Single Family Residence,1760,9740.00,8,3,2.000,1972,350000,2015-09-21,394612
2234 S Olive St,Denver,CO,80224,Single Family Residence,1961,7703.00,8,3,3.000,1973,397000,2016-06-03,414997
891 Coronado Pkwy N,Denver,CO,80229,Single Family Residence,900,8432.00,6,4,2.000,1973,95500,1995-12-20,247191
8240 Race St,Denver,CO,80229,Single Family Residence,1860,7623.00,7,4,1.000,1971,200000,2001-05-31,239780
2111 S Dallas St,Denver,CO,80231,Single Family Residence,2224,20952.00,0,4,4.000,1993,39000,1992-11-18,527526
4020 W Dartmouth Ave,Denver,CO,80236,Single Family Residence,1261,9450.00,6,3,3.000,1956,7500,1977-01-01,343286
3917 W Quinn Pl,Denver,CO,80236,Single Family Residence,1040,8470.00,6,3,2.000,1963,217000,2013-06-19,351621
4052 S Newport Way,Denver,CO,80237,Single Family Residence,2135,10500.00,8,4,3.000,1972,166000,1996-01-24,599959
4014 S Willow Way,Denver,CO,80237,Single Family Residence,2201,15200.00,8,3,3.000,1972,240000,2010-05-14,483007
5551 Xapary Way,Denver,CO,80239,Single Family Residence,1039,6500.00,5,3,2.000,1970,150200,2002-11-01,239340
5035 Scranton Ct,Denver,CO,80239,Single Family Residence,1771,7200.00,5,3,2.000,1967,130000,2007-03-13,257376
16207 E 54th Ave,Denver,CO,80239,Single Family Residence,2179,4500.00,6,3,4.000,2010,275000,2014-12-22,339033
5028 Fraser Way,Denver,CO,80239,Single Family Residence,1666,6688.00,7,3,3.000,1999,217000,2004-06-29,289832
5529 Chandler Ct,Denver,CO,80239,Single Family Residence,968,8000.00,7,3,2.000,1971,0,2010-07-15,258281
21499 Randolph Pl,Denver,CO,80249,Single Family Residence,1731,2822.00,7,3,3.000,2004,182800,2005-04-18,279405
20460 Randolph Pl,Denver,CO,80249,Single Family Residence,2566,4275.00,7,4,3.000,2006,237900,2006-06-11,322653
21508 Randolph Pl,Denver,CO,80249,Single Family Residence,1508,3466.00,7,3,3.000,2004,120000,2009-12-17,271851
1850 S Ogden St,Denver,CO,80210,Single Family Residence,1176,9360.00,6,3,3.000,1924,88000,1985-12-01,603406
215 N Logan St,Denver,CO,80203,Single Family Residence,1808,3187.00,10,3,3.000,1895,88450,1986-07-01,508303
1945 S Poplar St,Denver,CO,80224,Single Family Residence,1444,13300.00,7,3,3.000,1968,274000,2003-07-10,474439
1 S Albion St,Denver,CO,80246,Single Family Residence,3838,12500.00,13,6,5.000,1940,600000,2006-10-20,2014727
3527 N York St,Denver,CO,80205,Single Family Residence,869,4690.00,5,2,2.000,1931,11700,1978-02-01,353636
467 S University Blvd,Denver,CO,80209,Single Family Residence,1000,6240.00,5,2,2.000,1929,72000,1988-08-01,546434
2916 N Elizabeth St,Denver,CO,80205,Single Family Residence,849,4740.00,5,2,1.000,1927,50800,1993-01-01,375937
8037 E Jefferson Ave,Denver,CO,80237,Single Family Residence,1261,11700.00,6,3,2.000,1963,65000,1978-07-01,379901
1169 S Gaylord St,Denver,CO,80210,Single Family Residence,1167,6300.00,6,2,2.000,1913,0,1996-12-03,748915
1317 E Iowa Ave,Denver,CO,80210,Single Family Residence,1204,4780.00,4,2,2.000,1921,58000,1992-06-01,460010
2730 King St,Denver,CO,80211,Single Family Residence,822,6250.00,4,2,2.000,1949,380000,2016-06-28,418307
842 S Holly St,Denver,CO,80246,Single Family Residence,1377,7460.00,6,3,3.000,1956,85000,1993-09-17,393389
2630 E 700 N,Denver,IN,46926,Single Family Residence,1176,45085.00,6,3,2.000,1985,0,2010-07-19,77433
360 Cragmore St,Denver,CO,80221,Single Family Residence,984,7150.00,5,3,1.000,1955,85900,1997-05-16,231673
8238 Cherokee St,Denver,CO,80221,Single Family Residence,925,7828.00,5,2,1.000,1970,120000,2007-05-02,243433
2691 S Kearney St,Denver,CO,80222,Single Family Residence,1414,9583.00,0,3,3.000,1961,130000,1997-06-12,458749
1601 Syracuse St,Denver,CO,80220,Single Family Residence,959,5050.00,4,2,1.000,1948,155000,2007-02-15,277554
4712 Duluth Ct,Denver,CO,80239,Single Family Residence,1431,5025.00,7,3,2.000,1998,114100,1998-10-08,266575
3570 Holly St,Denver,CO,80207,Single Family Residence,1236,7500.00,5,3,2.000,1954,203500,2006-07-10,352841
341 S Raleigh St,Denver,CO,80219,Single Family Residence,900,5890.00,5,2,2.000,1949,98000,2007-10-07,248155
4350 Xavier St,Denver,CO,80212,Single Family Residence,2749,6240.00,10,4,4.000,2013,214000,2012-10-23,533963
4847 Irving St,Denver,CO,80221,Single Family Residence,829,6250.00,4,2,1.000,1949,210000,2014-09-26,293038
14981 Randolph Pl,Denver,CO,80239,Single Family Residence,857,7470.00,4,2,1.000,1972,0,2014-05-20,253913
2529 S Utica St,Denver,CO,80219,Single Family Residence,863,7680.00,4,2,1.000,1956,69500,1984-12-01,300485
4565 E Mexico Ave # 6,Denver,CO,80222,Single Family Residence,1390,4133.00,5,1,3.000,1985,389000,2014-05-19,472764
5187 Elkhart St,Denver,CO,80239,Single Family Residence,1686,8412.00,6,3,3.000,1999,255000,2015-06-22,281140
3732 Mariposa St,Denver,CO,80211,Single Family Residence,841,3120.00,4,1,1.000,1891,499000,2016-04-01,340011
700 Irving St,Denver,CO,80204,Single Family Residence,1166,6500.00,5,3,1.000,1949,27000,1989-08-01,239418
4353 Vrain St,Denver,CO,80212,Single Family Residence,852,6240.00,5,2,1.000,1912,425000,2015-11-18,883502
4685 Elm Ct,Denver,CO,80211,Single Family Residence,886,6250.00,4,2,2.000,1933,180000,2005-12-01,384915
1229 Cook St,Denver,CO,80206,Single Family Residence,1549,4460.00,6,3,2.000,1908,337000,2011-09-01,559954
7815 E Bethany Pl,Denver,CO,80231,Single Family Residence,2450,8360.00,9,4,3.000,1976,126950,1986-07-01,437003
18605 E 47th Ave,Denver,CO,80249,Single Family Residence,1751,4365.00,6,3,3.000,2009,172100,2009-10-02,276553
5571 Ensenada St,Denver,CO,80249,Single Family Residence,1509,2974.00,6,3,3.000,2005,133000,2010-03-26,324252
330 S Krameria St,Denver,CO,80224,Single Family Residence,1303,8100.00,6,3,1.000,1953,267000,2015-07-13,375631
2530 Albion St,Denver,CO,80207,Single Family Residence,1849,5950.00,6,3,3.000,1910,419000,2003-09-02,657599
673 S Vine St,Denver,CO,80209,Single Family Residence,1300,4680.00,7,2,3.000,1927,515000,2010-10-21,924346
2844 Havana St,Denver,CO,80238,Single Family Residence,1784,3620.00,6,3,3.000,2006,430000,2016-04-21,477962
240 Colorado Blvd,Denver,CO,80206,Single Family Residence,2201,5950.00,8,3,4.000,1930,286000,2008-09-26,923618
4729 Durham Ct,Denver,CO,80239,Single Family Residence,1280,5050.00,6,3,2.000,1998,140000,2012-03-08,276440
4330 Del Rio Ct,Denver,CO,80239,Single Family Residence,1014,5940.00,5,2,2.000,1986,177000,2013-10-22,253520
5036 Perth Ct,Denver,CO,80249,Single Family Residence,2732,5770.00,8,4,3.000,2003,0,2011-03-21,338106
2847 Decatur St,Denver,CO,80211,Single Family Residence,1589,3895.00,7,3,3.000,1910,265000,2000-06-15,631993
2707 W Ellsworth Ave,Denver,CO,80219,Single Family Residence,945,6100.00,5,3,1.000,1956,47500,1979-08-01,261344
5 Hazel Ct,Denver,CO,80219,Single Family Residence,847,6250.00,6,2,1.000,1948,0,2014-02-28,248099
4440 Alcott St,Denver,CO,80211,Single Family Residence,1092,6250.00,5,2,1.000,1910,316000,2012-06-20,551268
845 N Emerson St,Denver,CO,80218,Single Family Residence,2896,4610.00,16,5,5.000,1891,475000,2012-04-03,872238
2635 E Alameda Ave,Denver,CO,80209,Single Family Residence,3330,6385.00,8,3,5.000,2009,780000,2013-04-23,2094534
2516 S Washington St,Denver,CO,80210,Single Family Residence,824,6000.00,5,2,1.000,1941,46000,1991-12-01,405992
2676 King St,Denver,CO,80211,Single Family Residence,995,6250.00,5,2,1.000,1910,219000,2005-05-24,458828
755 Gaylord St,Denver,CO,80206,Single Family Residence,4234,6250.00,12,4,4.000,1927,1450000,2012-08-15,2203114
1000 S Pennsylvania St,Denver,CO,80209,Single Family Residence,1559,4160.00,5,3,2.000,1895,415000,2006-05-04,563968
2136 S Columbine St,Denver,CO,80210,Single Family Residence,3162,7500.00,11,4,4.000,1921,917500,2011-07-14,1165948
1801 S Humboldt St,Denver,CO,80210,Single Family Residence,988,6240.00,5,2,3.000,1946,340000,2012-04-18,481521
3526 N Steele St,Denver,CO,80205,Single Family Residence,1618,6005.00,7,4,4.000,1926,520000,2015-01-20,594011
1929 W 35th Ave,Denver,CO,80211,Single Family Residence,2324,4680.00,8,5,2.000,1896,460000,2013-07-11,742600
4315 Nepal St,Denver,CO,80249,Single Family Residence,1516,3886.00,5,2,3.000,1990,215000,2014-04-14,290977
1130 York St,Denver,CO,80206,Single Family Residence,1620,6250.00,7,3,1.000,1904,247500,2003-09-10,482803
2918 N Raleigh St,Denver,CO,80212,Single Family Residence,1414,6350.00,6,3,1.000,1929,74500,1989-11-01,583738
924 S Decatur St,Denver,CO,80219,Single Family Residence,1378,7500.00,7,3,2.000,1955,176440,2006-03-06,278234
3405 Birch St,Denver,CO,80207,Single Family Residence,1295,6250.00,6,4,1.000,1950,72500,1998-07-14,296232
5051 W 34th Ave,Denver,CO,80212,Single Family Residence,1333,9480.00,6,3,1.000,1941,0,1991-05-14,433459
801 Eudora St,Denver,CO,80220,Single Family Residence,1021,6350.00,5,2,1.000,1942,89000,1986-05-01,338025
1994 S Zuni St,Denver,CO,80223,Single Family Residence,1151,6000.00,6,3,1.000,1948,42000,1984-08-01,235157
5050 Worchester St,Denver,CO,80239,Single Family Residence,1674,8000.00,6,3,2.000,1972,0,1995-09-26,261573
4928 Joplin Ct,Denver,CO,80239,Single Family Residence,960,4827.00,4,2,1.000,2000,110000,2010-11-08,234017
3601 Downing St,Denver,CO,80205,Single Family Residence,790,2810.00,4,2,1.000,1924,21800,1991-10-18,339554
3137 California St,Denver,CO,80205,Single Family Residence,572,2690.00,4,2,1.000,1886,37500,2011-10-21,276994
2516 N Ogden St,Denver,CO,80205,Single Family Residence,1564,4160.00,6,3,1.000,1899,0,1995-01-18,472840
1272 Columbine St,Denver,CO,80206,Single Family Residence,4077,6250.00,11,5,4.000,1888,95000,1982-12-01,1137576
3031 Vallejo St,Denver,CO,80211,Single Family Residence,1513,3600.00,9,6,1.000,1888,95000,2006-06-12,500325
1151 S Zuni St,Denver,CO,80223,Single Family Residence,935,6330.00,5,2,2.000,1954,71300,1993-08-25,276102
117 E 2nd Ave,Denver,CO,80203,Single Family Residence,1500,1953.00,7,3,2.000,1900,285000,2011-08-12,515939
1463 Yates St,Denver,CO,80204,Single Family Residence,1243,6250.00,6,2,2.000,1904,410287,2015-03-26,375008
2657 N Vine St,Denver,CO,80205,Single Family Residence,1397,4560.00,5,2,1.000,1909,75000,1997-09-12,416228
3556 N Gaylord St,Denver,CO,80205,Single Family Residence,873,4690.00,5,2,1.000,1910,13323,1992-07-10,347424
